Date,Open,High,Low,Close,Adj Close,Volume
2015-11-20,58.31999969482422,58.31999969482422,58.31999969482422,58.31999969482422,58.31999969482422,0
2015-11-23,58.61000061035156,58.61000061035156,58.61000061035156,58.61000061035156,58.61000061035156,0
2015-11-24,59.869998931884766,59.869998931884766,59.869998931884766,59.869998931884766,59.869998931884766,0
2015-11-25,59.84000015258789,59.84000015258789,59.84000015258789,59.84000015258789,59.84000015258789,0
2015-11-27,59.31999969482422,59.31999969482422,59.31999969482422,59.31999969482422,59.31999969482422,0
2015-11-30,59.11000061035156,59.11000061035156,59.11000061035156,59.11000061035156,59.11000061035156,0
2015-12-01,59.029998779296875,59.029998779296875,59.029998779296875,59.029998779296875,59.029998779296875,0
2015-12-02,58.75,58.75,58.75,58.75,58.75,0
2015-12-03,59.349998474121094,59.349998474121094,59.349998474121094,59.349998474121094,59.349998474121094,0
2015-12-04,59.36000061035156,59.36000061035156,59.36000061035156,59.36000061035156,59.36000061035156,0
2015-12-07,59.11000061035156,59.11000061035156,59.11000061035156,59.11000061035156,59.11000061035156,0
2015-12-08,59.060001373291016,59.060001373291016,59.060001373291016,59.060001373291016,59.060001373291016,0
2015-12-09,58.959999084472656,58.959999084472656,58.959999084472656,58.959999084472656,58.959999084472656,0
2015-12-10,59.15999984741211,59.15999984741211,59.15999984741211,59.15999984741211,59.15999984741211,0
2015-12-11,58.459999084472656,58.459999084472656,58.459999084472656,58.459999084472656,58.459999084472656,0
2015-12-14,57.29999923706055,57.29999923706055,57.29999923706055,57.29999923706055,57.29999923706055,0
2015-12-15,57.369998931884766,57.369998931884766,57.369998931884766,57.369998931884766,57.369998931884766,0
2015-12-16,56.97999954223633,56.97999954223633,56.97999954223633,56.97999954223633,56.97999954223633,0
2015-12-17,56.79999923706055,56.79999923706055,56.79999923706055,56.79999923706055,56.79999923706055,0
2015-12-18,56.5099983215332,56.5099983215332,56.5099983215332,56.5099983215332,56.5099983215332,0
2015-12-21,55.84000015258789,55.84000015258789,55.84000015258789,55.84000015258789,55.84000015258789,0
2015-12-22,54.959999084472656,54.959999084472656,54.959999084472656,54.959999084472656,54.959999084472656,0
2015-12-23,55.08000183105469,55.08000183105469,55.08000183105469,55.08000183105469,55.08000183105469,0
2015-12-24,56.02000045776367,56.02000045776367,56.02000045776367,56.02000045776367,56.02000045776367,0
2015-12-28,55.630001068115234,55.630001068115234,55.630001068115234,55.630001068115234,55.630001068115234,0
2015-12-29,56.36000061035156,56.36000061035156,56.36000061035156,56.36000061035156,56.36000061035156,0
2015-12-30,55.689998626708984,55.689998626708984,55.689998626708984,55.689998626708984,55.689998626708984,0
2015-12-31,56.2400016784668,56.2400016784668,56.2400016784668,56.2400016784668,56.2400016784668,0
2016-01-04,56.06999969482422,56.06999969482422,56.06999969482422,56.06999969482422,56.06999969482422,0
2016-01-05,55.560001373291016,55.560001373291016,55.560001373291016,55.560001373291016,55.560001373291016,0
2016-01-06,54.38999938964844,54.38999938964844,54.38999938964844,54.38999938964844,54.38999938964844,0
2016-01-07,53.439998626708984,53.459999084472656,53.439998626708984,53.459999084472656,53.459999084472656,0
2016-01-08,53.380001068115234,53.380001068115234,53.380001068115234,53.380001068115234,53.380001068115234,0
2016-01-11,52.150001525878906,52.150001525878906,52.150001525878906,52.150001525878906,52.150001525878906,1
2016-01-12,56.790000915527344,56.790000915527344,51.150001525878906,51.150001525878906,51.150001525878906,1
2016-01-13,50.29999923706055,50.29999923706055,50.29999923706055,50.29999923706055,50.29999923706055,0
2016-01-14,50.790000915527344,50.790000915527344,50.790000915527344,50.790000915527344,50.790000915527344,0
2016-01-15,48.790000915527344,48.790000915527344,48.790000915527344,48.790000915527344,48.790000915527344,0
2016-01-19,47.529998779296875,47.529998779296875,47.529998779296875,47.529998779296875,47.529998779296875,0
2016-01-20,48.9900016784668,48.9900016784668,47.150001525878906,47.150001525878906,47.150001525878906,7
2016-01-21,47.529998779296875,47.529998779296875,47.529998779296875,47.529998779296875,47.529998779296875,7
2016-01-22,49.4900016784668,49.4900016784668,49.4900016784668,49.4900016784668,49.4900016784668,0
2016-01-25,49.7400016784668,49.7400016784668,49.7400016784668,49.7400016784668,49.7400016784668,0
2016-01-26,50.61000061035156,50.61000061035156,50.61000061035156,50.61000061035156,50.61000061035156,0
2016-01-27,51.20000076293945,51.20000076293945,51.20000076293945,51.20000076293945,51.20000076293945,0
2016-01-28,51.599998474121094,51.599998474121094,51.599998474121094,51.599998474121094,51.599998474121094,0
2016-01-29,52.560001373291016,52.560001373291016,52.560001373291016,52.560001373291016,52.560001373291016,0
2016-02-01,51.290000915527344,51.290000915527344,51.290000915527344,51.290000915527344,51.290000915527344,0
2016-02-02,50.560001373291016,50.560001373291016,50.560001373291016,50.560001373291016,50.560001373291016,0
2016-02-03,51.40999984741211,51.40999984741211,51.40999984741211,51.40999984741211,51.40999984741211,0
2016-02-04,51.869998931884766,51.869998931884766,51.869998931884766,51.869998931884766,51.869998931884766,0
2016-02-05,51.779998779296875,51.779998779296875,51.779998779296875,51.779998779296875,51.779998779296875,0
2016-02-08,51.400001525878906,51.400001525878906,51.400001525878906,51.400001525878906,51.400001525878906,0
2016-02-09,49.029998779296875,49.029998779296875,49.029998779296875,49.029998779296875,49.029998779296875,0
2016-02-10,49.439998626708984,49.439998626708984,49.439998626708984,49.439998626708984,49.439998626708984,0
2016-02-11,49.47999954223633,49.47999954223633,49.47999954223633,49.47999954223633,49.47999954223633,0
2016-02-12,51.95000076293945,51.95000076293945,51.95000076293945,51.95000076293945,51.95000076293945,0
2016-02-15,48.0,48.0,48.0,48.0,48.0,7
2016-02-16,50.779998779296875,50.779998779296875,50.779998779296875,50.779998779296875,50.779998779296875,0
2016-02-17,51.66999816894531,51.66999816894531,51.66999816894531,51.66999816894531,51.66999816894531,0
2016-02-18,51.18000030517578,51.18000030517578,51.18000030517578,51.18000030517578,51.18000030517578,0
2016-02-19,50.22999954223633,50.22999954223633,50.22999954223633,50.22999954223633,50.22999954223633,0
2016-02-22,51.20000076293945,51.20000076293945,51.20000076293945,51.20000076293945,51.20000076293945,0
2016-02-23,50.15999984741211,50.15999984741211,50.15999984741211,50.15999984741211,50.15999984741211,0
2016-02-24,50.45000076293945,50.45000076293945,50.45000076293945,50.45000076293945,50.45000076293945,0
2016-02-25,50.7599983215332,50.7599983215332,50.7599983215332,50.7599983215332,50.7599983215332,0
2016-02-26,49.81999969482422,49.81999969482422,49.81999969482422,49.81999969482422,49.81999969482422,0
2016-02-29,50.86000061035156,50.86000061035156,50.86000061035156,50.86000061035156,50.86000061035156,0
2016-03-01,51.09000015258789,51.09000015258789,51.09000015258789,51.09000015258789,51.09000015258789,0
2016-03-02,50.869998931884766,50.869998931884766,50.869998931884766,50.869998931884766,50.869998931884766,0
2016-03-03,50.63999938964844,50.63999938964844,50.63999938964844,50.63999938964844,50.63999938964844,0
