Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2013-04-08 00:00:00-04:00,11.309438705444336,11.309438705444336,11.309438705444336,11.309438705444336,0,0.0,0.0,0.0
2013-04-09 00:00:00-04:00,11.327353477478027,11.327353477478027,11.327353477478027,11.327353477478027,0,0.0,0.0,0.0
2013-04-10 00:00:00-04:00,11.497554779052736,11.497554779052736,11.497554779052736,11.497554779052734,0,0.0,0.0,0.0
2013-04-11 00:00:00-04:00,11.596090316772461,11.596090316772461,11.596090316772461,11.596090316772461,0,0.0,0.0,0.0
2013-04-12 00:00:00-04:00,11.5916109085083,11.5916109085083,11.5916109085083,11.5916109085083,0,0.0,0.0,0.0
2013-04-15 00:00:00-04:00,11.291522979736328,11.291522979736328,11.291522979736328,11.291522979736328,0,0.0,0.0,0.0
2013-04-16 00:00:00-04:00,11.479637145996094,11.479637145996094,11.479637145996094,11.479637145996094,0,0.0,0.0,0.0
2013-04-17 00:00:00-04:00,11.336311340332033,11.336311340332033,11.336311340332033,11.336311340332031,0,0.0,0.0,0.0
2013-04-18 00:00:00-04:00,11.224336624145508,11.224336624145508,11.224336624145508,11.224336624145508,0,0.0,0.0,0.0
2013-04-19 00:00:00-04:00,11.354228019714355,11.354228019714355,11.354228019714355,11.354228019714355,0,0.0,0.0,0.0
2013-04-22 00:00:00-04:00,11.425891876220703,11.425891876220703,11.425891876220703,11.425891876220703,0,0.0,0.0,0.0
2013-04-23 00:00:00-04:00,11.546825408935547,11.546825408935547,11.546825408935547,11.546825408935547,0,0.0,0.0,0.0
2013-04-24 00:00:00-04:00,11.488597869873047,11.488597869873047,11.488597869873047,11.488597869873047,0,0.0,0.0,0.0
2013-04-25 00:00:00-04:00,11.569220542907715,11.569220542907715,11.569220542907715,11.569220542907715,0,0.0,0.0,0.0
2013-04-26 00:00:00-04:00,11.515472412109375,11.515472412109375,11.515472412109375,11.515472412109375,0,0.0,0.0,0.0
2013-04-29 00:00:00-04:00,11.600571632385254,11.600571632385254,11.600571632385254,11.600571632385254,0,0.0,0.0,0.0
2013-04-30 00:00:00-04:00,11.63640308380127,11.63640308380127,11.63640308380127,11.63640308380127,0,0.0,0.0,0.0
2013-05-01 00:00:00-04:00,11.519948959350586,11.519948959350586,11.519948959350586,11.519948959350586,0,0.0,0.0,0.0
2013-05-02 00:00:00-04:00,11.681192398071289,11.681192398071289,11.681192398071289,11.681192398071289,0,0.0,0.0,0.0
2013-05-03 00:00:00-04:00,11.842436790466309,11.842436790466309,11.842436790466309,11.842436790466309,0,0.0,0.0,0.0
2013-05-06 00:00:00-04:00,11.855874061584473,11.855874061584473,11.855874061584473,11.855874061584473,0,0.0,0.0,0.0
2013-05-07 00:00:00-04:00,11.891706466674803,11.891706466674803,11.891706466674803,11.891706466674805,0,0.0,0.0,0.0
2013-05-08 00:00:00-04:00,11.940975189208984,11.940975189208984,11.940975189208984,11.940975189208984,0,0.0,0.0,0.0
