Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-09-14 00:00:00-04:00,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,13,0.0,0.0
2022-09-15 00:00:00-04:00,0.6499999761581421,0.6499999761581421,0.4000000059604645,0.44999998807907104,8090,0.0,0.0
2022-09-16 00:00:00-04:00,0.44999998807907104,0.5,0.36000001430511475,0.4000000059604645,10903,0.0,0.0
2022-09-19 00:00:00-04:00,0.44999998807907104,0.44999998807907104,0.30000001192092896,0.33000001311302185,43282,0.0,0.0
2022-09-20 00:00:00-04:00,0.44999998807907104,0.44999998807907104,0.30000001192092896,0.3499999940395355,5143,0.0,0.0
2022-09-21 00:00:00-04:00,0.33000001311302185,0.38999998569488525,0.30000001192092896,0.30000001192092896,9041,0.0,0.0
2022-09-22 00:00:00-04:00,0.3499999940395355,0.4000000059604645,0.25,0.30000001192092896,11554,0.0,0.0
2022-09-23 00:00:00-04:00,0.25,0.3499999940395355,0.25,0.3499999940395355,30392,0.0,0.0
2022-09-26 00:00:00-04:00,0.3499999940395355,0.3499999940395355,0.25,0.30000001192092896,11280,0.0,0.0
2022-09-27 00:00:00-04:00,0.3799999952316284,0.3799999952316284,0.20999999344348907,0.25,9082,0.0,0.0
2022-09-28 00:00:00-04:00,0.2800000011920929,0.30000001192092896,0.25,0.30000001192092896,6030,0.0,0.0
2022-09-29 00:00:00-04:00,0.30000001192092896,0.30000001192092896,0.25,0.30000001192092896,7904,0.0,0.0
2022-09-30 00:00:00-04:00,0.25,0.30000001192092896,0.20000000298023224,0.25,6338,0.0,0.0
2022-10-03 00:00:00-04:00,0.25,0.25,0.20000000298023224,0.25,1519,0.0,0.0
2022-10-04 00:00:00-04:00,0.25,0.30000001192092896,0.20999999344348907,0.25,5148,0.0,0.0
2022-10-05 00:00:00-04:00,0.2800000011920929,0.30000001192092896,0.20000000298023224,0.25,6300,0.0,0.0
2022-10-06 00:00:00-04:00,0.25999999046325684,0.30000001192092896,0.15000000596046448,0.25999999046325684,13431,0.0,0.0
2022-10-07 00:00:00-04:00,0.25,0.25,0.20000000298023224,0.20000000298023224,89930,0.0,0.0
2022-10-10 00:00:00-04:00,0.25,0.25,0.15000000596046448,0.20999999344348907,20630,0.0,0.0
2022-10-11 00:00:00-04:00,0.20000000298023224,0.25,0.15000000596046448,0.1599999964237213,11970,0.0,0.0
2022-10-12 00:00:00-04:00,0.20000000298023224,0.20999999344348907,0.15000000596046448,0.20000000298023224,6392,0.0,0.0
2022-10-13 00:00:00-04:00,0.20000000298023224,0.23000000417232513,0.15000000596046448,0.15000000596046448,16197,0.0,0.0
2022-10-14 00:00:00-04:00,0.20000000298023224,0.20000000298023224,0.15000000596046448,0.15000000596046448,8876,0.0,0.0
2022-10-17 00:00:00-04:00,0.20000000298023224,0.25,0.15000000596046448,0.20000000298023224,19475,0.0,0.0
2022-10-18 00:00:00-04:00,0.15000000596046448,0.20000000298023224,0.15000000596046448,0.15000000596046448,33239,0.0,0.0
2022-10-19 00:00:00-04:00,0.20000000298023224,0.3499999940395355,0.15000000596046448,0.25,407558,0.0,0.0
2022-10-20 00:00:00-04:00,0.4000000059604645,0.4000000059604645,0.25,0.25,360384,0.0,0.0
2022-10-21 00:00:00-04:00,0.3199999928474426,0.3199999928474426,0.25,0.25,171475,0.0,0.0
2022-10-24 00:00:00-04:00,0.4000000059604645,0.44999998807907104,0.30000001192092896,0.4000000059604645,203270,0.0,0.0
2022-10-25 00:00:00-04:00,0.4000000059604645,0.5,0.3499999940395355,0.4000000059604645,129796,0.0,0.0
2022-10-26 00:00:00-04:00,0.4000000059604645,0.44999998807907104,0.3499999940395355,0.4000000059604645,65183,0.0,0.0
2022-10-27 00:00:00-04:00,0.44999998807907104,0.44999998807907104,0.3499999940395355,0.4000000059604645,61811,0.0,0.0
2022-10-28 00:00:00-04:00,0.3499999940395355,0.4000000059604645,0.30000001192092896,0.4000000059604645,91322,0.0,0.0
2022-10-31 00:00:00-04:00,0.4000000059604645,0.4000000059604645,0.30000001192092896,0.3499999940395355,63043,0.0,0.0
2022-11-01 00:00:00-04:00,0.30000001192092896,0.3499999940395355,0.25,0.25,38706,0.0,0.0
2022-11-02 00:00:00-04:00,0.30000001192092896,0.30000001192092896,0.25,0.25,14604,0.0,0.0
2022-11-03 00:00:00-04:00,0.25,0.30000001192092896,0.20000000298023224,0.20000000298023224,57260,0.0,0.0
2022-11-04 00:00:00-04:00,0.30000001192092896,0.30000001192092896,0.15000000596046448,0.25,106259,0.0,0.0
2022-11-07 00:00:00-05:00,0.20000000298023224,0.25,0.15000000596046448,0.20000000298023224,72865,0.0,0.0
2022-11-08 00:00:00-05:00,0.20000000298023224,0.25,0.1899999976158142,0.25,91797,0.0,0.0
2022-11-09 00:00:00-05:00,0.20000000298023224,0.25,0.20000000298023224,0.20000000298023224,68366,0.0,0.0
2022-11-10 00:00:00-05:00,0.20000000298023224,0.25,0.20000000298023224,0.25,63286,0.0,0.0
2022-11-11 00:00:00-05:00,0.25,0.25,0.20000000298023224,0.25,46243,0.0,0.0
2022-11-14 00:00:00-05:00,0.25,0.25,0.20000000298023224,0.20999999344348907,58961,0.0,0.0
2022-11-15 00:00:00-05:00,0.25,0.28999999165534973,0.20000000298023224,0.20000000298023224,35047,0.0,0.0
2022-11-16 00:00:00-05:00,0.25,0.25,0.15000000596046448,0.20000000298023224,97271,0.0,0.0
2022-11-17 00:00:00-05:00,0.25,0.25,0.20000000298023224,0.25,36265,0.0,0.0
2022-11-18 00:00:00-05:00,0.25,0.25,0.15000000596046448,0.15000000596046448,36348,0.0,0.0
2022-11-21 00:00:00-05:00,0.25,0.25,0.15000000596046448,0.1599999964237213,39867,0.0,0.0
2022-11-22 00:00:00-05:00,0.20000000298023224,0.20000000298023224,0.15000000596046448,0.15000000596046448,93105,0.0,0.0
2022-11-23 00:00:00-05:00,0.20000000298023224,0.20000000298023224,0.10000000149011612,0.14000000059604645,381396,0.0,0.0
2022-11-25 00:00:00-05:00,0.15000000596046448,0.15000000596046448,0.10000000149011612,0.15000000596046448,33847,0.0,0.0
