Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-09-23 00:00:00-04:00,3001.25,3012.5,2982.0,3009.5,99577751,0.0,0.0
2019-09-24 00:00:00-04:00,3005.0,3009.5,2958.5,2975.75,136321994,0.0,0.0
2019-09-25 00:00:00-04:00,2976.75,2991.75,2953.75,2985.0,123857071,0.0,0.0
2019-09-26 00:00:00-04:00,2983.25,2995.5,2964.25,2980.0,99176252,0.0,0.0
2019-09-27 00:00:00-04:00,2975.5,2993.0,2946.0,2968.25,111470409,0.0,0.0
2019-09-30 00:00:00-04:00,2976.75,2987.0,2964.5,2983.0,77827155,0.0,0.0
2019-10-01 00:00:00-04:00,2990.5,2994.25,2936.75,2945.0,113288226,0.0,0.0
2019-10-02 00:00:00-04:00,2944.75,2945.75,2874.0,2886.5,147503282,0.0,0.0
2019-10-03 00:00:00-04:00,2888.25,2913.0,2855.0,2907.25,167310405,0.0,0.0
2019-10-04 00:00:00-04:00,2907.75,2953.25,2890.25,2950.5,127687475,0.0,0.0
2019-10-07 00:00:00-04:00,2937.5,2959.0,2933.75,2937.25,93697747,0.0,0.0
2019-10-08 00:00:00-04:00,2946.5,2950.0,2888.25,2891.0,147215333,0.0,0.0
2019-10-09 00:00:00-04:00,2901.25,2932.0,2881.75,2890.75,124271508,0.0,0.0
2019-10-10 00:00:00-04:00,2913.5,2957.5,2906.75,2944.5,216064030,0.0,0.0
2019-10-11 00:00:00-04:00,2951.0,2993.75,2948.25,2970.5,117982974,0.0,0.0
2019-10-14 00:00:00-04:00,2978.25,2980.75,2954.0,2972.75,95605654,0.0,0.0
2019-10-15 00:00:00-04:00,2972.0,3003.25,2971.5,2993.75,91842490,0.0,0.0
2019-10-16 00:00:00-04:00,2988.0,2997.5,2984.75,2988.5,100146057,0.0,0.0
2019-10-17 00:00:00-04:00,2989.75,3008.0,2985.25,2996.5,101521648,0.0,0.0
2019-10-18 00:00:00-04:00,2993.75,3001.0,2975.5,2989.5,95703047,0.0,0.0
2019-10-21 00:00:00-04:00,2995.5,3007.5,2989.5,3006.0,75308702,0.0,0.0
2019-10-22 00:00:00-04:00,3012.25,3014.0,2988.0,2990.0,85904750,0.0,0.0
2019-10-23 00:00:00-04:00,2986.75,3009.75,2984.0,3006.75,84359782,0.0,0.0
2019-10-24 00:00:00-04:00,3005.75,3015.25,2999.0,3000.5,83357992,0.0,0.0
2019-10-25 00:00:00-04:00,3004.75,3026.5,3000.25,3020.0,70280139,0.0,0.0
2019-10-28 00:00:00-04:00,3025.0,3042.75,3023.75,3038.25,62529461,0.0,0.0
2019-10-29 00:00:00-04:00,3038.0,3046.0,3029.5,3035.75,70926102,0.0,0.0
2019-10-30 00:00:00-04:00,3033.5,3055.5,3023.25,3048.0,73507916,0.0,0.0
2019-10-31 00:00:00-04:00,3047.5,3051.5,3020.0,3034.0,121217498,0.0,0.0
2019-11-01 00:00:00-04:00,3042.0,3065.0,3038.0,3063.0,68499712,0.0,0.0
2019-11-04 00:00:00-05:00,3070.0,3085.75,3068.75,3082.75,63549742,0.0,0.0
2019-11-05 00:00:00-05:00,3081.0,3085.0,3069.75,3072.75,80719667,0.0,0.0
2019-11-06 00:00:00-05:00,3070.25,3078.0,3063.25,3075.0,76023830,0.0,0.0
2019-11-07 00:00:00-05:00,3072.25,3096.75,3071.5,3086.5,79170972,0.0,0.0
2019-11-08 00:00:00-05:00,3078.5,3092.5,3072.75,3091.75,63433409,0.0,0.0
2019-11-11 00:00:00-05:00,3082.75,3088.25,3074.5,3085.5,48886026,0.0,0.0
2019-11-12 00:00:00-05:00,3085.25,3102.0,3083.25,3088.75,58577683,0.0,0.0
2019-11-13 00:00:00-05:00,3083.25,3097.0,3075.75,3094.5,69984933,0.0,0.0
2019-11-14 00:00:00-05:00,3092.0,3098.75,3081.75,3097.75,70523015,0.0,0.0
2019-11-15 00:00:00-05:00,3107.5,3119.5,3102.25,3119.5,65379032,0.0,0.0
2019-11-18 00:00:00-05:00,3116.75,3128.0,3111.0,3119.75,65219984,0.0,0.0
2019-11-19 00:00:00-05:00,3123.75,3132.5,3111.0,3113.5,71159910,0.0,0.0
2019-11-20 00:00:00-05:00,3114.25,3118.5,3090.75,3102.75,96083287,0.0,0.0
2019-11-21 00:00:00-05:00,3101.25,3114.5,3093.5,3103.5,117119883,0.0,0.0
2019-11-22 00:00:00-05:00,3108.0,3114.5,3097.75,3111.75,70502702,0.0,0.0
2019-11-25 00:00:00-05:00,3118.25,3133.5,3116.75,3131.75,42440011,0.0,0.0
2019-11-26 00:00:00-05:00,3134.75,3144.5,3128.0,3142.75,64567830,0.0,0.0
2019-11-27 00:00:00-05:00,3145.75,3155.5,3142.25,3144.5,43734192,0.0,0.0
2019-11-29 00:00:00-05:00,3147.75,3150.0,3139.5,3144.25,18129860,0.0,0.0
2019-12-02 00:00:00-05:00,3153.0,3157.75,3108.25,3112.25,124109338,0.0,0.0
2019-12-03 00:00:00-05:00,3120.5,3121.75,3069.5,3094.5,162018268,0.0,0.0
2019-12-04 00:00:00-05:00,3093.75,3119.5,3081.75,3109.5,122534650,0.0,0.0
2019-12-05 00:00:00-05:00,3110.75,3124.75,3103.5,3118.75,106291702,0.0,0.0
2019-12-06 00:00:00-05:00,3121.25,3151.25,3119.75,3146.75,82912510,0.0,0.0
2019-12-09 00:00:00-05:00,3141.25,3149.5,3131.25,3135.0,57676858,0.0,0.0
2019-12-10 00:00:00-05:00,3136.0,3143.0,3116.25,3134.25,108837306,0.0,0.0
2019-12-11 00:00:00-05:00,3133.75,3146.5,3131.25,3146.0,73924406,0.0,0.0
2019-12-12 00:00:00-05:00,3146.5,3182.75,3137.0,3180.75,129382421,0.0,0.0
2019-12-13 00:00:00-05:00,3180.0,3188.75,3156.75,3175.0,113237525,0.0,0.0
2019-12-16 00:00:00-05:00,3184.25,3202.5,3178.75,3194.75,44742180,0.0,0.0
2019-12-17 00:00:00-05:00,3198.0,3204.0,3187.75,3194.5,54249170,0.0,0.0
2019-12-18 00:00:00-05:00,3194.75,3203.0,3188.0,3199.0,42312068,0.0,0.0
2019-12-19 00:00:00-05:00,3197.5,3214.0,3190.25,3213.0,41732555,0.0,0.0
2019-12-20 00:00:00-05:00,3210.75,3229.5,3204.0,3224.5,56987417,0.0,0.0
2019-12-23 00:00:00-05:00,3230.5,3230.5,3226.5,3227.75,10781057,0.0,0.0
2019-12-24 00:00:00-05:00,3228.25,3228.75,3222.5,3226.0,6074862,0.0,0.0
2019-12-27 00:00:00-05:00,3249.0,3254.0,3235.5,3236.5,55060651,0.0,0.0
2019-12-30 00:00:00-05:00,3243.5,3244.5,3217.25,3224.75,68538299,0.0,0.0
