Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-10-06 00:00:00-04:00,3.619999885559082,3.619999885559082,3.619999885559082,3.619999885559082,10,0.0,0.0
2022-10-07 00:00:00-04:00,4.119999885559082,4.119999885559082,4.119999885559082,4.119999885559082,1,0.0,0.0
2022-10-19 00:00:00-04:00,4.28000020980835,4.28000020980835,4.28000020980835,4.28000020980835,1,0.0,0.0
2022-10-26 00:00:00-04:00,3.549999952316284,3.549999952316284,3.549999952316284,3.549999952316284,1,0.0,0.0
2022-10-27 00:00:00-04:00,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,1,0.0,0.0
2022-11-01 00:00:00-04:00,3.3499999046325684,3.3499999046325684,3.200000047683716,3.200000047683716,42,0.0,0.0
2022-11-04 00:00:00-04:00,3.5399999618530273,3.559999942779541,3.5399999618530273,3.559999942779541,70,0.0,0.0
2022-11-10 00:00:00-05:00,2.740000009536743,2.799999952316284,2.700000047683716,2.700000047683716,25,0.0,0.0
2022-11-17 00:00:00-05:00,2.7200000286102295,2.7200000286102295,2.7200000286102295,2.7200000286102295,1,0.0,0.0
2022-11-30 00:00:00-05:00,1.809999942779541,1.809999942779541,1.809999942779541,1.809999942779541,10,0.0,0.0
2022-12-01 00:00:00-05:00,1.809999942779541,1.809999942779541,1.809999942779541,1.809999942779541,2,0.0,0.0
2022-12-06 00:00:00-05:00,2.0,2.0,2.0,2.0,0,0.0,0.0
2022-12-07 00:00:00-05:00,2.0299999713897705,2.0299999713897705,2.0299999713897705,2.0299999713897705,10,0.0,0.0
2022-12-13 00:00:00-05:00,1.2699999809265137,1.2699999809265137,1.2699999809265137,1.2699999809265137,30,0.0,0.0
2022-12-16 00:00:00-05:00,1.8200000524520874,1.8200000524520874,1.8200000524520874,1.8200000524520874,352,0.0,0.0
2022-12-27 00:00:00-05:00,2.069999933242798,2.069999933242798,2.069999933242798,2.069999933242798,30,0.0,0.0
2022-12-28 00:00:00-05:00,2.009999990463257,2.390000104904175,2.009999990463257,2.390000104904175,204,0.0,0.0
2022-12-29 00:00:00-05:00,2.2899999618530273,2.2899999618530273,2.25,2.25,3,0.0,0.0
2022-12-30 00:00:00-05:00,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,1,0.0,0.0
2023-01-03 00:00:00-05:00,1.9500000476837158,1.9500000476837158,1.9500000476837158,1.9500000476837158,1,0.0,0.0
2023-01-04 00:00:00-05:00,1.7699999809265137,1.7699999809265137,1.6299999952316284,1.6299999952316284,604,0.0,0.0
2023-01-05 00:00:00-05:00,1.649999976158142,1.649999976158142,1.6200000047683716,1.6200000047683716,21,0.0,0.0
2023-01-06 00:00:00-05:00,1.2999999523162842,1.2999999523162842,1.2599999904632568,1.2699999809265137,120,0.0,0.0
2023-01-09 00:00:00-05:00,1.1399999856948853,1.2000000476837158,1.1399999856948853,1.2000000476837158,69543,0.0,0.0
2023-01-10 00:00:00-05:00,1.2000000476837158,1.2200000286102295,1.190000057220459,1.190000057220459,7516,0.0,0.0
2023-01-11 00:00:00-05:00,1.0199999809265137,1.0399999618530273,0.9700000286102295,0.9700000286102295,307252,0.0,0.0
2023-01-12 00:00:00-05:00,0.9599999785423279,0.9599999785423279,0.7900000214576721,0.7900000214576721,30086,0.0,0.0
2023-01-13 00:00:00-05:00,0.7200000286102295,0.75,0.7200000286102295,0.7300000190734863,13563,0.0,0.0
2023-01-17 00:00:00-05:00,0.7799999713897705,0.7799999713897705,0.7799999713897705,0.7799999713897705,7,0.0,0.0
2023-01-19 00:00:00-05:00,0.9200000166893005,0.9200000166893005,0.8199999928474426,0.8199999928474426,20766,0.0,0.0
2023-01-23 00:00:00-05:00,0.7900000214576721,0.7900000214576721,0.699999988079071,0.699999988079071,20912,0.0,0.0
2023-01-24 00:00:00-05:00,0.6899999976158142,0.6899999976158142,0.6899999976158142,0.6899999976158142,5000,0.0,0.0
2023-01-25 00:00:00-05:00,0.7400000095367432,0.7400000095367432,0.7400000095367432,0.7400000095367432,42,0.0,0.0
2023-01-26 00:00:00-05:00,0.6299999952316284,0.6299999952316284,0.6000000238418579,0.6000000238418579,161,0.0,0.0
2023-01-27 00:00:00-05:00,0.5799999833106995,0.6299999952316284,0.5799999833106995,0.6200000047683716,30114,0.0,0.0
2023-01-30 00:00:00-05:00,0.6499999761581421,0.75,0.6499999761581421,0.75,102,0.0,0.0
2023-01-31 00:00:00-05:00,0.6200000047683716,0.6299999952316284,0.550000011920929,0.550000011920929,69,0.0,0.0
2023-02-01 00:00:00-05:00,0.5699999928474426,0.6499999761581421,0.5299999713897705,0.5299999713897705,27541,0.0,0.0
2023-02-02 00:00:00-05:00,0.33000001311302185,0.33000001311302185,0.33000001311302185,0.33000001311302185,1,0.0,0.0
2023-02-03 00:00:00-05:00,0.4000000059604645,0.47999998927116394,0.4000000059604645,0.47999998927116394,20079,0.0,0.0
2023-02-06 00:00:00-05:00,0.5799999833106995,0.5799999833106995,0.550000011920929,0.550000011920929,5480,0.0,0.0
2023-02-07 00:00:00-05:00,0.5099999904632568,0.5099999904632568,0.5099999904632568,0.5099999904632568,3,0.0,0.0
2023-02-08 00:00:00-05:00,0.5099999904632568,0.5799999833106995,0.5099999904632568,0.5099999904632568,712,0.0,0.0
2023-02-09 00:00:00-05:00,0.5899999737739563,0.6800000071525574,0.5899999737739563,0.6800000071525574,93679,0.0,0.0
2023-02-10 00:00:00-05:00,0.7699999809265137,0.9800000190734863,0.7699999809265137,0.8899999856948853,160879,0.0,0.0
2023-02-14 00:00:00-05:00,0.8700000047683716,0.8700000047683716,0.7099999785423279,0.7099999785423279,9,0.0,0.0
2023-02-15 00:00:00-05:00,0.800000011920929,0.800000011920929,0.7099999785423279,0.7099999785423279,66,0.0,0.0
2023-02-16 00:00:00-05:00,0.8199999928474426,0.9700000286102295,0.8100000023841858,0.8600000143051147,2133,0.0,0.0
2023-02-17 00:00:00-05:00,1.0,1.0499999523162842,0.7799999713897705,0.7900000214576721,390645,0.0,0.0
2023-02-21 00:00:00-05:00,1.059999942779541,1.4700000286102295,1.059999942779541,1.3799999952316284,167725,0.0,0.0
2023-02-22 00:00:00-05:00,1.4199999570846558,1.4199999570846558,1.0800000429153442,1.1200000047683716,8484,0.0,0.0
2023-02-23 00:00:00-05:00,0.9300000071525574,0.9900000095367432,0.7799999713897705,0.8399999737739563,20568,0.0,0.0
2023-02-24 00:00:00-05:00,0.9900000095367432,1.1299999952316284,0.949999988079071,1.0099999904632568,26612,0.0,0.0
2023-02-27 00:00:00-05:00,0.8999999761581421,0.8999999761581421,0.7799999713897705,0.800000011920929,45304,0.0,0.0
2023-02-28 00:00:00-05:00,0.8700000047683716,0.8799999952316284,0.7699999809265137,0.7799999713897705,122304,0.0,0.0
2023-03-01 00:00:00-05:00,0.8999999761581421,1.0,0.8999999761581421,0.9700000286102295,265265,0.0,0.0
2023-03-02 00:00:00-05:00,1.149999976158142,1.149999976158142,0.9599999785423279,0.9599999785423279,644983,0.0,0.0
2023-03-03 00:00:00-05:00,0.8399999737739563,0.8899999856948853,0.6600000262260437,0.6600000262260437,17500,0.0,0.0
2023-03-06 00:00:00-05:00,0.6499999761581421,0.6499999761581421,0.5400000214576721,0.6000000238418579,344050,0.0,0.0
